idx,date_str,no2,Latitude,Longitude,AirQualityStation,s5p_path,img_path
129593,1-2-17,16.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129594,1-2-18,19.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129595,1-2-19,18.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129596,1-2-20,18.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129597,1-2-21,15.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129598,1-3-14,28.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129599,1-3-15,25.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129600,1-3-16,28.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129601,1-3-17,27.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129602,1-3-18,27.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129603,1-3-19,28.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129604,1-3-20,27.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129605,1-3-21,30.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129606,1-4-14,28.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129607,1-4-15,28.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129608,1-4-16,13.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129609,1-4-17,7.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129610,1-4-18,6.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129611,1-4-19,6.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129612,1-4-20,6.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129613,1-4-21,7.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129614,1-4-22,8.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129615,1-5-14,22.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129616,1-5-15,26.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129617,1-5-16,27.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129618,1-5-17,24.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129619,1-5-18,20.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129620,1-5-19,17.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129621,1-5-20,18.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129622,1-5-21,19.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129623,1-5-22,19.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129624,1-6-14,24.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129625,1-6-15,19.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129626,1-6-16,19.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129627,1-6-17,17.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129628,1-6-18,18.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129629,1-6-19,16.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129630,1-6-20,20.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129631,1-6-21,16.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129632,1-6-22,19.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129633,1-7-14,26.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129634,1-7-15,23.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129635,1-7-16,16.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129636,1-7-17,7.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129637,1-7-18,5.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129638,1-7-19,5.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129639,1-7-20,7.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129640,1-7-21,6.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129641,1-7-22,7.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129642,1-8-14,11.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129643,1-8-15,6.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129644,1-8-16,4.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129645,1-8-17,3.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129646,1-8-18,2.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129647,1-8-19,2.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129648,1-8-20,2.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129649,1-8-21,2.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129650,1-8-22,9.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129651,1-9-14,13.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129652,1-9-15,11.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129653,1-9-16,10.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129654,1-9-17,11.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129655,1-9-18,10.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129656,1-9-19,11.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129657,1-9-20,12.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129658,1-9-21,14.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129659,1-9-22,13.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129660,1-10-14,31.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129661,1-10-15,21.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129662,1-10-16,9.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129663,1-10-17,4.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129664,1-10-18,4.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129665,1-10-19,3.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129666,1-10-20,9.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129667,1-10-21,4.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129668,1-10-22,4.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129669,1-11-14,26.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129670,1-11-15,17.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129671,1-11-16,6.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129672,1-11-17,3.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129673,1-11-18,2.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129674,1-11-19,2.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129675,1-11-20,3.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129676,1-11-21,3.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129677,1-11-22,3.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129678,1-12-14,15.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129679,1-12-15,12.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129680,1-12-16,9.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129681,1-12-17,10.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129682,1-12-18,9.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129683,1-12-19,10.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129684,1-12-20,13.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129685,1-12-21,13.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129686,1-12-22,11.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129687,1-13-14,27.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129688,1-13-15,23.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129689,1-13-16,13.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129690,1-13-17,5.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129691,1-13-18,3.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129692,1-13-19,3.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129693,1-13-20,4.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129694,1-13-21,4.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129695,1-13-22,5.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129696,1-14-14,10.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129697,1-14-15,11.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129698,1-14-16,12.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129699,1-14-17,11.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129700,1-14-18,13.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129701,1-14-19,14.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129702,1-14-20,14.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129703,1-14-21,19.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129704,1-14-22,17.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129705,1-15-14,11.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129706,1-15-15,12.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129707,1-15-16,12.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129708,1-15-17,13.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129709,1-15-18,12.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129710,1-15-19,13.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129711,1-15-20,12.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129712,1-15-21,11.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129713,1-15-22,11.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129714,1-16-14,7.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129715,1-16-15,7.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129716,1-16-16,9.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129717,1-16-17,10.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129718,1-16-18,11.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129719,1-17-14,25.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129720,1-17-15,20.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129721,1-17-16,17.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129722,1-17-17,10.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129723,1-17-18,8.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129724,1-17-19,8.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129725,1-17-20,8.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129726,1-17-21,8.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129727,1-17-22,9.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129728,1-18-14,25.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129729,1-18-15,22.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129730,1-18-16,21.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129731,1-18-17,21.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129732,1-18-19,13.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129733,1-18-20,19.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129734,1-18-21,13.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129735,1-18-22,7.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129736,1-19-14,24.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129737,1-19-15,21.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129738,1-19-16,23.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129739,1-19-17,23.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129740,1-19-18,23.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129741,1-19-19,25.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129742,1-19-20,23.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129743,1-19-21,23.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129744,1-19-22,22.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129745,1-20-14,20.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129746,1-20-17,16.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129747,1-20-18,16.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129748,1-20-19,13.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129749,1-20-20,17.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129750,1-20-21,11.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129751,1-20-22,26.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129752,1-21-14,13.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129753,1-21-15,14.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129754,1-21-16,14.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129755,1-21-17,12.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129756,1-21-18,12.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129757,1-21-19,13.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129758,1-21-20,14.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129759,1-21-21,16.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129760,1-21-22,17.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129761,1-22-14,18.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129762,1-22-15,16.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129763,1-22-16,28.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129764,1-22-17,29.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129765,1-22-18,15.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129766,1-22-19,7.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129767,1-22-20,8.7,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129768,1-22-21,8.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129769,1-22-22,10.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129770,1-23-14,9.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129771,1-23-15,7.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129772,1-23-16,7.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129773,1-23-17,7.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129774,1-23-18,13.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129775,1-23-19,6.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129776,1-23-20,6.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129777,1-23-21,8.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129778,1-23-22,8.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129779,2-1-14,39.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129780,2-1-16,15.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129781,2-1-19,4.3,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129782,2-1-20,4.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129783,2-2-14,20.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129784,2-2-16,5.8,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129785,2-2-17,4.1,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129786,2-2-18,3.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129787,2-2-21,4.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129788,2-2-22,5.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129789,2-3-13,19.9,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129790,2-3-17,15.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129791,2-3-18,21.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129792,2-3-19,15.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129793,2-3-20,14.0,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129794,2-3-21,16.4,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129795,2-3-22,18.5,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129796,2-4-14,12.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129797,2-4-15,11.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129798,2-4-16,9.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129799,2-4-18,9.6,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
129800,2-4-20,9.2,29.7216,-95.49265,48_201_1066,48_201_1066/48_201_1066.netcdf,48_201_1066/48_201_1066.npy
